Company/Brand,Sector,Stage,Amount($),HeadQuarter,What it does,Founded,Investor,Founders
Recordent,FinTech,Seed,Undisclosed,Hyderabad,A technology-enabled platform that helps MSMEs to increase their business efficiency through collection of dues,2019,,Harish Mamtani
Precily,SaaS  startup,Seed,Undisclosed,California,Precily is Artificial Intelligence platform for enterprises that increases efficiency of workforce by providing AI based solutions.,2017,"Windrose Capital, Anil Advani",Bharath Rao
Burgerama,Food Startup,Pre-series A,Undisclosed,Gurgaon,Burgerama is a unit of Junket Foods Private Limited,2018,"Madison, Anicut",Kabir Bose
Cell Propulsion,Automotive company,Pre-series A,Undisclosed,Bangalore,Designs and develops electric power drives and autonomous electric mobility solutions,2017,"growX ventures, Sangam Ventures","Nakul Kukar, Paras Kaushal, Supratim Naskar"
Chiratae Ventures,Venture capital,Seed Funding,Undisclosed,Bangalore,A leading tech venture capital fund focused on enabling entrepreneurs in India.,2018,,"Vaishali Kulkarni, Arjun Singh Bajwa"
Settl,TravelTech,,Undisclosed,Gurugram,Get affordable AC bus-rides everyday,2015,"Sojitz, SIG Global India Fund","Amit Singh, Deepanshu Malviya"
Fanspole,Entertainment,Pre-Seed,Undisclosed,Thane,India's only social fantasy gaming platform,2015,"Mohan Verma, Better Capital","Aniket Shinde, Hardik Gondaliya"
Sarva,Healthcare,,Undisclosed,Mumbai,A wellness ecosystem built on the authentic foundations of Yoga,2016,"Shikhar Dhawan, Mantra Capital",Sarvesh Shashi
Univ.ai,EdTech,,Undisclosed,Bangalore,"A distributed, global educational powerhouse that draws on technology",2019,Kiran Mazumdar Shaw.,"Siddharth Das, Dr Rahul Dave, Dr Pavlos Protopapas"
PurohitJi,Linguistic Spiritual,,Undisclosed,Bangalore,App for Hindu Puja Products & Services,-,Bhadresh,Nakerikanti Harish
Virtual Forest,Tech,,Undisclosed,Bangalore,Tracking seasonal change in virtual forest,2019,Napino Auto and Electronics Ltd,Omer Basith
Fanspole,Gaming,Pre-seed Round,Undisclosed,Mumbai,A free app that users can use to create contests and play,2015,Better Capital,"Aniket Shinde, Hardik Gondaliya"
The Money Club,AI,,Undisclosed,Delhi,AI based chit fund cashier app,,Venture Catalysts,"Manuraj Jain, Surajit Raj"
OneCode,Social Commerce,Seed round,Undisclosed,Gurugram,Connects new-age digital first brands with relevant sellers,,WaterBridge Ventures,"Manish Shara, Yash Desai"
Evage,Mobility tech,,Undisclosed,Chandigarh,Develop emissions-free electric commercial vehicles,2014,Anand Shah,Inderveer Singh
Teachmint,EdTech,,Undisclosed,Bangalore,Empowers tutors with tools to deliver effective learning outcomes for students and parents,,Better Capital,"Mihir Gupta, Payoj Jain, Divyansh Bordia, Anshuman Kumar"
Habbit Health,Nutrition Tech,Pre seed Round,Undisclosed,Delhi,Applies modern science for healthier life through proprietary foods & digital ecosystem,2019,"3one4 Capital, Angel list India",Dhruv Bhushan
Vieroots,Healthtech,,Undisclosed,Kochi,Personalised lifestyle management using epigenetic science,2018,Suniel Shetty,Sanjeev Nair
Stack Finance,Fintech,Seed round,Undisclosed,Bangalore,"It automates invesments, expenses, borrowing under a single platform",2019,"SOSV, MOX (Mobile Only Accelerator)",Smriti Tomar
Suno India,Media,Angel Round,Undisclosed,,Multilingual podcast platform,2018,Shobu Yarlagadda,"DVL Padma Priya, Rakesh Kamal, Tarun Nirwan"
Eden Smart Homes,IoT,,Undisclosed,,Develops smart home automation systems,2018,Inflection Point Ventures,"Pranjal Kacholia, Divyansh Mathur"
DaveAI,AI,,Undisclosed,Bangalore,Sales augmentation platform with a vision to democratise AI for enterprises,,Mumbai Angels Network,"Ananthakrishnan Gopal, Ashok Balasundaram, Sriram P H"
CUSMAT,AR/VR,,Undisclosed,Warangal,It builds high immersion training systems for enterprises,2016,"Venture Catalysts,  Raveen Sastry","Abhinav Ayan, Anirban Jyoti Chakravorty, Soumyaranjan Harichandan"
Probus Smart Things,IoT,Seed round,Undisclosed,Delhi,Platform for monitoring distribution sub-station performance and operations,,Unicorn India Ventures,"Anand Singh, Ankit Vaish"
CrowdPouch,Tech,Angel Round,Undisclosed,Bangalore,A reward-based fundraising and preselling platform,,Elina Investments,Vittal Ramakrishna
DatStop,Hospitality,,Undisclosed,Delhi,It offers urban social space,,"Shabir Momin, OneDigital Entertainment,  Saurabh Pathak.",Dhruvin Shah
IPHM Services,Mental Health,Seed Round,Undisclosed,Mumbai,It helps design programs and workshops for the psychological well-being of individuals,,Indian Angel Fund,Dr. Sachin Bhavsar
VilCart,Ecommerce,Bridge Round,Undisclosed,Bangalore,"Retail industry in rural India through technology, supply chain, and logistics facilities.",2018,"N S Parthasarathy, Dilipkumar Khandelwal, Anand Nichani, Anath Ravi, Prashanth Prakash","Prasanna Kumar, Mahesh Bhat, Rajasekhar, Amith S Mali"
WYN Studio,Media,Seed Round,Undisclosed,Gurugram,It creates video content and podcasts,,India Angel Fund,"Bijay Gautam, Souniya Khurana"
Snack Amor,Foodtech,,Undisclosed,Mumbai,Healthy snack startup,2017,Dr Srinivas Chunduru,Deepak Grover
Leap Club,Social e-commerce,,Undisclosed,Gurugram,Community led professional network for women,2020,Titan Capital,"Ragini Das, Anand Sinha"
Finn,Fintech,Pre series A,Undisclosed,Bangalore,Neobanking startup that digitises all banking transactions,2019,"Unicorn India, PointOne Capital, Astir Ventures","Suman Maram, Sudheer Maram"
ThriveFNC,Health & Wellness,Seed Round,Undisclosed,Pune,Focusses on reversing chronic lifestyle disorders through functional nutrition.,2017,Rajesh Ranavat,Mugdha Pradhan
uFony Services Pvt ltd,Edtech,,Undisclosed,Pune,"School Diary, a platform that brings education to smartphones",,Chennai Angels,Ashish C
Protinus Fashion Networking Pvt Ltd,Fashion,Pre series A,Undisclosed,Mumbai,Owns and operates fashion commerce and retail management platform 6Degree,2015,SucSEED Ventures,"Nikhil Hegde, Amit Bhardwaj"
Uable,Edtech,Seed Round,Undisclosed,Bangalore,Online life skills development platform for children,,3one4 Capital,Saurabh Saxena
NOTO,Food,Pre seed round,Undisclosed,Mumbai,A brand that makes healthy icecream,,WEH Ventures,"Ashni Sheth, Varun Sheth"
Earth Energy EV,Automobile,Seed Round,Undisclosed,Mumbai,Electric vehicles startup,2017,LR Joshi,Rushi Shenghani
Green Cure,Health & Wellness,,Undisclosed,Delhi,It sells herbal OTC products,2015,Venture Catalysts,"Sanchit Garg, Sanjeev Dadhich"
Edhusk,Edtech,,Undisclosed,Jaipur,Provieds personalised learning to students by leveraging technology-driven models,2017,Mumbai Angel Network,"Anuj Bhuria, Himanshu Kumar, Himanshu Meena"
Brainwired,Agritech,,Undisclosed,Kerala,India’s first livestock health monitoring company,2018,"Kritik Abiram, Parthiv Rokadia, Gaurav Saraogi","Sreeshankar S Nair, Romeo P Jerard"
Aerostrovilos,Automotive,,Undisclosed,Chennai,Manufactures micro gas turbines for power-based application,,Mumbai Angels Network,"Rohit Grover, Pradeep Thangappan"
Walrus,Fintech,Pre-Seed,Undisclosed,Bangalore,It provides banking solutions for teens and young adults,2019,Better Capital,"Bhagaban Behera, Sriharsha Shetty, Nakul Kelkar"
Rusk Media,Digital Media,Seed Round,Undisclosed,Delhi,It creates video content,2019,"InfoEdge Venture Fund, Sprout Venture Partners",Mayank Yadav
Bold Care,Health & Wellness,Pre-seed Round,Undisclosed,Mumbai,Digital platform that offers sexologist consultations for  men,2019,"Rajesh Ranavat, Abhishek Shah, Sheetal Bahl, Manu Rikhye, Ashish Taneja, Kabir Kochhar, Mohit Satyanand","Rajat Jadhav, Rahul Krishnan, Harsh Singh, Mohit Yadav"
Samosa Party,Food,,Undisclosed,Bangalore,Provides quality Indian Snacks,2017,Inflection Point Ventures,Amit Nanwani
Byju's,Edtech,,Undisclosed,Bangalore,Provides online learning classes,2011,BOND,Byju Raveendran
Aether Biomedical,Medtech,Seed Investment,Undisclosed,Delhi,"Medical robotics startup, focussed on developing rehabilitation devices",2016,Chiratae Ventures,"Dhruv Agrawal, Faith Jiwakhan"
GoMechanic,Auto-tech,Series B,Undisclosed,Delhi,Find automobile repair and maintenance service providers,2016,Pawan Munjal,"Amit Bhasin, Kushal Karwa, Nitin Rana, Rishabh Karwa"
Peppermint,Robotics,Seed Round,Undisclosed,,Industrial robotics startup,2020,"Venture Catalysts, Naveen Kshatriya,","Runal Dahiwade, Nityanand Prabhutendolkar, Miraj C. Vora"
Sarva,Yoga & wellness,,Undisclosed,Mumbai,It drives a cultural change in making yoga-based wellness a part of modern lifestyle,,Shikhar Dhawan,Sarvesh Shashi
Agro2o,Agritech,,Undisclosed,New Delhi,It develops products focused on making hydroponics-based farming,,Mumbai Angels Network,Yash Vyas
GabbarDeals,Ecommerce,,Undisclosed,Pune,Online-to-Offline platforms for mobile phones & accessories,,Venture Catalysts,"Niraj Raka, Poonam Gugale, Piyush Raka"
Biomoneta,Life sciences,Seed Round,Undisclosed,Bangalore,It develops germicidal technologies,,"Beyond Next Ventures, ArthaVida Ventures, Dr Aniruddha Malpani",Dr Janani Venkatraman
Innoviti,SaaS,Series C,Undisclosed,Bangalore,Digital payments solutions company,2002,"Entrepreneurial Development Bank, Bessemer Venture Partners",Rajeev Agrawal
F5,Retail Aggregator,,Undisclosed,,It provides opportunities for its partner vendors to upsell and cross-sell their products.,2018,Venture Catalysts,"Raghav Arora, Lalit Kumar Aggarwal"
Myelin Foundry,Deep Tech AI,,Undisclosed,,"It builds AI based algorithms on video, voice and sensor",2019,Pratithi,"Dr Gopichand Katragadda, Ganesh Suryanarayanan, Aditi Olemann."
MyKaam,HrTech,,Undisclosed,Bangalore,Online job searching and recruiting platform,2016,"Dr Apoorva Ranjan Sharma, Mrunal Jhaveri, Nirav Panchmatia, Vikas Kapoor, Karan Garg",Ashish Gupta
Timios,Foodtech,Pre series A,Undisclosed,Bangalore,Provides healthy snacks for kids,,Rangsons Technologies,Aswani Chaitanya
Vahak,Transport,Seed Round,Undisclosed,,It enables logistic companies to conncet with transporters,2017,"Leo Capaitals, Amit Gupta, Abhishek Goyal, Ramakant Sharma, Harsh Pokhran","Karan Shaha, Vikas Chandrawat"
Nutrova,Nutrition,Pre series A,Undisclosed,Mumbai,"Nutraceutical company developing evidence-based nutrition and nutraceutical products,",2013,DSG Consumer Partners,Akshay Pai
Swiflearn,Edtech,Seed Round,Undisclosed,Gurugram,Learning platform for K-10 students looking for personalised learning,2019,"Stellaris Venture Partners, Venture Highway","Abhinav Agarwal, Anand Bakode"
Remedo,Healthtech,Pre series A,Undisclosed,Delhi,The platform connects doctors with patients,2017,River Rock Ventures. Inflection Point Ventures,"Dr Ruchir Mehra, Harsh Bansal, Richeek Arya"
Blowhorn,Logistics,,Undisclosed,Bangalore,Tech platform that connects logistics service seekers with mini-truck drivers,2014,Trifecta Capital,"Mithun Srivatsa, Nikhil Shivaprasad"
Gram Cover,Insurtech,Pre series A,Undisclosed,Noida,It provides insurance products in rural areas,,"EMVC, Flourish, Omidyar Network India",Jatin Singh
HomeCapital,Fintech,,Undisclosed,Mumbai,Home Down Payment Assistance Program,,Varanium NexGen Fund,Lalit Menghani
Riskcovry,Insurtech,Pre series A,Undisclosed,Mumbai,Offers various insurance products,2018,"Bharat Inclusion Seed Fund, Varanium Capital, and Better Capital","Suvendu Prusty, Sorabh Bhandari, Chiranth Patil."
NWNT (No Worry No Tension Healthcare),Healthtech,Pre series A,Undisclosed,Delhi,Mental healthtech startup,,Amit Burman,Sandeep Vohra
Voicezen,AI,,Undisclosed,Gurugram,Conversational AI startup,,Bharti Airtel,Anurba Nath
Tring,Media,,Undisclosed,Mumbai,Celebrity engagement platform,2019,"Kalyan Krishnamurthy, Sujeet Kumar, Keshav Sanghi, Roman Saini, Sumit Jain, Hemesh Singh","Akshay Saini, Rahul Saini, Pranav Chabhadia"
Vakilsearch,Legal,,Undisclosed,Chennai,"Online platform for legal, tax and compliance services",2010,Sujeet Kumar,Hrishikesh Datar
Winuall,Edtech,,Undisclosed,Bangalore,It helps coaching institutes in digitization,2018,"Ankit Bhati, Nitin Gupta",Ashwini Purohit
DeepTek,Healthtech,,Undisclosed,Pune,AI enabled radiology platform,2018,GHV Accelerator,"Amit Kharat, Ajit Patil, Aniruddha Pant"
Stepathlon Lifestyle,Fitness,,Undisclosed,Mumbai,It organises corporate wellness programs,2012,"Josh Liberman, Mark Adams","Krishnan, Shane Bilsborough"
Tesco Charge Zone,EV,,Undisclosed,Gujarat,Operates electric vehicle charging zone,,Mumbai Angels Network,Kartikey Hariyani
GroCurv,B2B,Seed Round,Undisclosed,Gurugram,"It offers a wide range of business related services like Branding, marketing, sales etc.,",2019,Unicorn Investments Pte Ltd,"Venkatesh Rangachari, Vipul Gupta"
Spyne,AI,Pre series A,Undisclosed,Gurugram,Helps online businesses with visual content,,"Angellist, Smile Group, Manish Amin, Anil Goel, Anubhav Sonthalia, Deepak Mittal","Sanjay Kumar, Deepti Prasad"
Generic Aadhaar,Pharma,,Undisclosed,,It provides a platform for entrepreneurs to access generic  medicine at low cost,,Ratan Tata,Arjun Deshpande
Nium,Fintech,,Undisclosed,,Open global money platform,,"VisaVentures, BRI Ventures",Prajit Nanu
Blackbuck,Logistics,,Undisclosed,Bangalore,Provides trucking services,2015,Trifecta Venture,Rajesh Yabaji
Codeninja,SaaS,Seed Round,Undisclosed,Bangalore,AI-powered 'no-code' platform which can generate application development code,2016,"Hari Balasubramanian, EaSyndicate","Prashanth Kuppur, Deepak Kalhan, Saurabh Kukreti, Richpal Gora"
MetaMerphoSys,Insurance technology,Pre series A,Undisclosed,Pune,Digital insurance platform for businesses,2016,Good Capital,"Amit Naik, Kewal Vargante"
Aker Foods,Foodtech & Logistics,,Undisclosed,Pune,Ai driven supply chain platform,2019,Mumbai Angels Network,Suraj Saste
Sascan Meditech pvt ltd,Healthtech,,Undisclosed,Kerala,They are developing technology that can detect early cancerous cells,2015,Unicorn India Ventures,Dr Subhash Narayanan
Remedo,Healthtech,Pre series A,Undisclosed,Noida,"It helps doctors engage with patients, improve patient experience",,RiverRock Ventures,Harsh Bansal
News Reach,Media,,Undisclosed,Ahmedabad,"It is a platform that digitalises local newspaper publishers, reporters, stringers by aggregating their content",2018,Mumbai Angels Network,Darshan Shah
RoomSoom,Housing,,Undisclosed,Noida,It provides co-living and student rooms,2016,Mumbai Angels Network,"Nitin Agrawal, Garima Agrawal"
Qin1,Edtech,,Undisclosed,Noida,It is alearning platform for kids in the age group 5 to 14 yrs,,Venture Catalysts,"Ishan Gupta, Aarti Gupta"
Sarva,Yoga & wellness,,Undisclosed,,It drives a cultural change in making yoga-based wellness a part of modern lifestyle,,"Mantra Capital, Patni Family",Sarvesh Shashi
Expertrons,AI,Seed Round,Undisclosed,Mumbai,AI video bot platform for career hacks,,"Nikhil Vora, Iceland Venture Studio, LetsVenture, Samyakth Capital","Vivek Gupta, Jatin Solanki"
AsknBid,Investment Tech,,Undisclosed,Bangalore,It builds algorithmic investing-based tech products,2018,Ravikanth Reddy & Mumbai Angel Network,"Suresh Bavisetti, Paarth Dhar"
Finaureus Technologies,Fintech,Pre series A,Undisclosed,Pune,Provides investment management solutions,2017,Pinetree Capital,"Arindam Ghosh, U R Bhatt"
Credr,Automobile,,Undisclosed,Mumbai,A marketplace to buy and sell used bikes and scooters,2014,Stride Ventures,Mittal
